# Date:     2024-01-15 15:55:51
# Database: ocvs
# Target:   lmc_hb
# Query:    TRUE 
# Objects:  439
# Columns:
# ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	dP	T0	A	Ecc	Incl	Peri	Var	Model	S	C	Remarks
OGLE-LMC-HB-0430	RG	6.046864	-70.339278	-99.99	LMC199.3.3605	LMC560.02.5674	-99.99	15.784	17.307	1.523	282.94300000	0.08700000	9274.5000	0.043	0.2543	44.00	126.00	-99.99	1	0.013870	-0.002720	
OGLE-LMC-HB-0431	RG	6.050917	-70.022417	-99.99	LMC206.8.26	LMC560.10.5035	OGLE-LMC-ECL-25690	15.563	17.156	1.593	300.54500000	0.05200000	9190.6000	0.076	0.2898	51.18	53.40	-99.99	1	0.016480	-0.002060	
OGLE-LMC-HB-0432	RG	6.052508	-72.494056	-99.99	LMC202.8.4655	LMC558.13.4102	-99.99	15.560	17.135	1.575	538.93000000	0.28000000	9230.8000	0.035	0.4420	60.90	3.30	-99.99	1	0.003570	0.001820	
OGLE-LMC-HB-0433	RG	6.072311	-69.256056	-99.99	-99.99	LMC568.25.32	-99.99	15.337	16.827	1.490	375.70000000	0.59000000	9028.6000	0.038	0.1680	58.60	119.10	ECL	0	0.010300	-0.000900	
OGLE-LMC-HB-0434	RG	6.149942	-72.958278	-99.99	LMC211.8.66	LMC558.02.52	-99.99	16.170	17.556	1.386	232.20100000	0.09200000	9108.5000	0.032	0.2940	34.80	36.00	-99.99	1	0.011750	-0.006100	
OGLE-LMC-HB-0435	RG	6.150239	-72.350500	-99.99	LMC210.7.43	LMC558.19.17	-99.99	15.157	16.783	1.626	601.18000000	0.60000000	9245.8000	0.023	0.4830	72.00	100.00	ECL	1	0.001340	0.000790	
OGLE-LMC-HB-0436	RG	6.174381	-71.056083	-99.99	LMC208.2.5434	LMC567.06.82	-99.99	15.950	17.361	1.411	264.81000000	0.11000000	9085.2000	0.029	0.2030	69.20	154.40	-99.99	1	0.006140	0.002820	
OGLE-LMC-HB-0437	RG	6.259822	-69.133222	-99.99	-99.99	LMC568.18.5858	OGLE-LMC-ECL-40052	15.885	17.324	1.439	346.87000000	0.35000000	9094.7000	0.032	0.3310	89.30	37.90	-99.99	1	0.003580	0.002000	
OGLE-LMC-HB-0438	RG	6.261628	-69.490056	-99.99	-99.99	LMC568.09.44	-99.99	15.094	16.751	1.657	545.46000000	0.97000000	9200.3000	0.037	0.2640	88.00	161.00	-99.99	1	0.005880	0.003550	
OGLE-LMC-HB-0439	RG	6.339261	-70.495722	-99.99	-99.99	LMC567.17.17	-99.99	14.885	16.551	1.666	433.61000000	0.45000000	9023.5000	0.047	0.2050	60.30	122.80	-99.99	1	0.011000	0.001000	
